geoid,geographic_area_name,estimated_population,Margin of Error!!Total
250138130006,"Block Group 6, Census Tract 8130, Hampden County, Massachusetts",1691,190
250138131011,"Block Group 1, Census Tract 8131.01, Hampden County, Massachusetts",2454,520
250138131012,"Block Group 2, Census Tract 8131.01, Hampden County, Massachusetts",1577,457
250138131013,"Block Group 3, Census Tract 8131.01, Hampden County, Massachusetts",1958,395
250138131021,"Block Group 1, Census Tract 8131.02, Hampden County, Massachusetts",1324,202
250138131022,"Block Group 2, Census Tract 8131.02, Hampden County, Massachusetts",2407,268
250138132041,"Block Group 1, Census Tract 8132.04, Hampden County, Massachusetts",782,234
250138132042,"Block Group 2, Census Tract 8132.04, Hampden County, Massachusetts",2387,307
250138132051,"Block Group 1, Census Tract 8132.05, Hampden County, Massachusetts",2195,467
250138132052,"Block Group 2, Census Tract 8132.05, Hampden County, Massachusetts",836,312
250138132053,"Block Group 3, Census Tract 8132.05, Hampden County, Massachusetts",3071,519
250138132054,"Block Group 4, Census Tract 8132.05, Hampden County, Massachusetts",1171,349
250138132061,"Block Group 1, Census Tract 8132.06, Hampden County, Massachusetts",1678,213
250138132062,"Block Group 2, Census Tract 8132.06, Hampden County, Massachusetts",801,194
250138132063,"Block Group 3, Census Tract 8132.06, Hampden County, Massachusetts",1441,315
250138132071,"Block Group 1, Census Tract 8132.07, Hampden County, Massachusetts",2169,501
250138132072,"Block Group 2, Census Tract 8132.07, Hampden County, Massachusetts",681,243
250138132073,"Block Group 3, Census Tract 8132.07, Hampden County, Massachusetts",2132,464
250138132081,"Block Group 1, Census Tract 8132.08, Hampden County, Massachusetts",1503,223
250138132082,"Block Group 2, Census Tract 8132.08, Hampden County, Massachusetts",1659,323
250138132091,"Block Group 1, Census Tract 8132.09, Hampden County, Massachusetts",1399,347
250138132092,"Block Group 2, Census Tract 8132.09, Hampden County, Massachusetts",1747,324
250138132093,"Block Group 3, Census Tract 8132.09, Hampden County, Massachusetts",3044,469
250138133011,"Block Group 1, Census Tract 8133.01, Hampden County, Massachusetts",2272,333
250138133012,"Block Group 2, Census Tract 8133.01, Hampden County, Massachusetts",3020,534
250138133013,"Block Group 3, Census Tract 8133.01, Hampden County, Massachusetts",2025,342
250138133031,"Block Group 1, Census Tract 8133.03, Hampden County, Massachusetts",1954,201
250138133032,"Block Group 2, Census Tract 8133.03, Hampden County, Massachusetts",2420,276
250138133041,"Block Group 1, Census Tract 8133.04, Hampden County, Massachusetts",1701,249
250138133042,"Block Group 2, Census Tract 8133.04, Hampden County, Massachusetts",1231,209
250138133043,"Block Group 3, Census Tract 8133.04, Hampden County, Massachusetts",1168,194
250138134011,"Block Group 1, Census Tract 8134.01, Hampden County, Massachusetts",1296,302
250138134012,"Block Group 2, Census Tract 8134.01, Hampden County, Massachusetts",914,175
250138134013,"Block Group 3, Census Tract 8134.01, Hampden County, Massachusetts",2220,411
250138134014,"Block Group 4, Census Tract 8134.01, Hampden County, Massachusetts",848,204
250138134031,"Block Group 1, Census Tract 8134.03, Hampden County, Massachusetts",2591,275
250138134032,"Block Group 2, Census Tract 8134.03, Hampden County, Massachusetts",1279,188
250138134041,"Block Group 1, Census Tract 8134.04, Hampden County, Massachusetts",1971,333
250138134042,"Block Group 2, Census Tract 8134.04, Hampden County, Massachusetts",2268,427
250138134043,"Block Group 3, Census Tract 8134.04, Hampden County, Massachusetts",2855,427
250138135001,"Block Group 1, Census Tract 8135, Hampden County, Massachusetts",1437,224
250138135002,"Block Group 2, Census Tract 8135, Hampden County, Massachusetts",1091,202
250138135003,"Block Group 3, Census Tract 8135, Hampden County, Massachusetts",1619,242
250138135004,"Block Group 4, Census Tract 8135, Hampden County, Massachusetts",1031,192
250138136011,"Block Group 1, Census Tract 8136.01, Hampden County, Massachusetts",866,342
250138136012,"Block Group 2, Census Tract 8136.01, Hampden County, Massachusetts",2465,460
250138136013,"Block Group 3, Census Tract 8136.01, Hampden County, Massachusetts",1641,348
250138136014,"Block Group 4, Census Tract 8136.01, Hampden County, Massachusetts",641,234
250138136015,"Block Group 5, Census Tract 8136.01, Hampden County, Massachusetts",1574,341
250138136016,"Block Group 6, Census Tract 8136.01, Hampden County, Massachusetts",1146,355
250138136021,"Block Group 1, Census Tract 8136.02, Hampden County, Massachusetts",1129,323
250138136022,"Block Group 2, Census Tract 8136.02, Hampden County, Massachusetts",2863,378
250138136023,"Block Group 3, Census Tract 8136.02, Hampden County, Massachusetts",2313,481
250138137011,"Block Group 1, Census Tract 8137.01, Hampden County, Massachusetts",1782,260
250138137012,"Block Group 2, Census Tract 8137.01, Hampden County, Massachusetts",1824,246
250138137021,"Block Group 1, Census Tract 8137.02, Hampden County, Massachusetts",1327,239
250138137022,"Block Group 2, Census Tract 8137.02, Hampden County, Massachusetts",2622,321
250138137023,"Block Group 3, Census Tract 8137.02, Hampden County, Massachusetts",712,131
250138137024,"Block Group 4, Census Tract 8137.02, Hampden County, Massachusetts",253,147
250138137025,"Block Group 5, Census Tract 8137.02, Hampden County, Massachusetts",259,128
250138138011,"Block Group 1, Census Tract 8138.01, Hampden County, Massachusetts",2088,220
250138138012,"Block Group 2, Census Tract 8138.01, Hampden County, Massachusetts",1201,195
250138138013,"Block Group 3, Census Tract 8138.01, Hampden County, Massachusetts",1429,217
250138138021,"Block Group 1, Census Tract 8138.02, Hampden County, Massachusetts",2420,163
250138138022,"Block Group 2, Census Tract 8138.02, Hampden County, Massachusetts",1238,164
250158201011,"Block Group 1, Census Tract 8201.01, Hampshire County, Massachusetts",2718,427
250158201012,"Block Group 2, Census Tract 8201.01, Hampshire County, Massachusetts",1711,359
250158201013,"Block Group 3, Census Tract 8201.01, Hampshire County, Massachusetts",907,266
250158201014,"Block Group 4, Census Tract 8201.01, Hampshire County, Massachusetts",720,249
250158201021,"Block Group 1, Census Tract 8201.02, Hampshire County, Massachusetts",719,277
250158201022,"Block Group 2, Census Tract 8201.02, Hampshire County, Massachusetts",923,295
250158201023,"Block Group 3, Census Tract 8201.02, Hampshire County, Massachusetts",2103,368
250158202021,"Block Group 1, Census Tract 8202.02, Hampshire County, Massachusetts",1283,113
250158202031,"Block Group 1, Census Tract 8202.03, Hampshire County, Massachusetts",2558,369
250158202032,"Block Group 2, Census Tract 8202.03, Hampshire County, Massachusetts",1890,324
250158202033,"Block Group 3, Census Tract 8202.03, Hampshire County, Massachusetts",1543,366
250158202034,"Block Group 4, Census Tract 8202.03, Hampshire County, Massachusetts",2246,386
250158202041,"Block Group 1, Census Tract 8202.04, Hampshire County, Massachusetts",2944,412
250158202042,"Block Group 2, Census Tract 8202.04, Hampshire County, Massachusetts",3824,435
250158203001,"Block Group 1, Census Tract 8203, Hampshire County, Massachusetts",1706,418
250158203002,"Block Group 2, Census Tract 8203, Hampshire County, Massachusetts",1529,425
250158203003,"Block Group 3, Census Tract 8203, Hampshire County, Massachusetts",1369,545
250158203004,"Block Group 4, Census Tract 8203, Hampshire County, Massachusetts",1415,457
250158203005,"Block Group 5, Census Tract 8203, Hampshire County, Massachusetts",1038,489
250158204001,"Block Group 1, Census Tract 8204, Hampshire County, Massachusetts",6357,353
250158204002,"Block Group 2, Census Tract 8204, Hampshire County, Massachusetts",6841,359
250158205001,"Block Group 1, Census Tract 8205, Hampshire County, Massachusetts",1353,429
250158205002,"Block Group 2, Census Tract 8205, Hampshire County, Massachusetts",769,280
250158205003,"Block Group 3, Census Tract 8205, Hampshire County, Massachusetts",867,369
250158205004,"Block Group 4, Census Tract 8205, Hampshire County, Massachusetts",858,273
250158205005,"Block Group 5, Census Tract 8205, Hampshire County, Massachusetts",1359,471
250158205006,"Block Group 6, Census Tract 8205, Hampshire County, Massachusetts",997,221
250158206001,"Block Group 1, Census Tract 8206, Hampshire County, Massachusetts",1788,273
250158207001,"Block Group 1, Census Tract 8207, Hampshire County, Massachusetts",2144,438
250158207002,"Block Group 2, Census Tract 8207, Hampshire County, Massachusetts",1454,311
250158207003,"Block Group 3, Census Tract 8207, Hampshire County, Massachusetts",1292,223
250158208011,"Block Group 1, Census Tract 8208.01, Hampshire County, Massachusetts",1220,297
250158208012,"Block Group 2, Census Tract 8208.01, Hampshire County, Massachusetts",1486,301
250158208013,"Block Group 3, Census Tract 8208.01, Hampshire County, Massachusetts",2186,584
250158208014,"Block Group 4, Census Tract 8208.01, Hampshire County, Massachusetts",633,269
250158208021,"Block Group 1, Census Tract 8208.02, Hampshire County, Massachusetts",1153,272
250158209001,"Block Group 1, Census Tract 8209, Hampshire County, Massachusetts",1364,311
250158209002,"Block Group 2, Census Tract 8209, Hampshire County, Massachusetts",1272,281
250158209003,"Block Group 3, Census Tract 8209, Hampshire County, Massachusetts",1917,355
250158209004,"Block Group 4, Census Tract 8209, Hampshire County, Massachusetts",1769,264
250158210001,"Block Group 1, Census Tract 8210, Hampshire County, Massachusetts",588,184
250158210002,"Block Group 2, Census Tract 8210, Hampshire County, Massachusetts",823,173
250158210003,"Block Group 3, Census Tract 8210, Hampshire County, Massachusetts",651,176
250158210004,"Block Group 4, Census Tract 8210, Hampshire County, Massachusetts",2234,266
250158211001,"Block Group 1, Census Tract 8211, Hampshire County, Massachusetts",1042,243
250158211002,"Block Group 2, Census Tract 8211, Hampshire County, Massachusetts",1486,359
250158211003,"Block Group 3, Census Tract 8211, Hampshire County, Massachusetts",1379,336
250158211004,"Block Group 4, Census Tract 8211, Hampshire County, Massachusetts",2620,476
250158211005,"Block Group 5, Census Tract 8211, Hampshire County, Massachusetts",477,184
250158212001,"Block Group 1, Census Tract 8212, Hampshire County, Massachusetts",2393,270
250158213001,"Block Group 1, Census Tract 8213, Hampshire County, Massachusetts",2184,270
250158213002,"Block Group 2, Census Tract 8213, Hampshire County, Massachusetts",1126,195
250158213003,"Block Group 3, Census Tract 8213, Hampshire County, Massachusetts",700,152
250158214001,"Block Group 1, Census Tract 8214, Hampshire County, Massachusetts",1369,395
250158214002,"Block Group 2, Census Tract 8214, Hampshire County, Massachusetts",809,231
250158214003,"Block Group 3, Census Tract 8214, Hampshire County, Massachusetts",1164,221
250158214004,"Block Group 4, Census Tract 8214, Hampshire County, Massachusetts",1977,359
250158215001,"Block Group 1, Census Tract 8215, Hampshire County, Massachusetts",1003,192
250158215002,"Block Group 2, Census Tract 8215, Hampshire County, Massachusetts",795,139
250158215003,"Block Group 3, Census Tract 8215, Hampshire County, Massachusetts",1476,200
250158216011,"Block Group 1, Census Tract 8216.01, Hampshire County, Massachusetts",1840,197
250158216012,"Block Group 2, Census Tract 8216.01, Hampshire County, Massachusetts",1504,248
250158216021,"Block Group 1, Census Tract 8216.02, Hampshire County, Massachusetts",936,175
250158216022,"Block Group 2, Census Tract 8216.02, Hampshire County, Massachusetts",1578,252
250158216023,"Block Group 3, Census Tract 8216.02, Hampshire County, Massachusetts",1150,212
250158217001,"Block Group 1, Census Tract 8217, Hampshire County, Massachusetts",2514,259
250158217002,"Block Group 2, Census Tract 8217, Hampshire County, Massachusetts",767,182
250158217003,"Block Group 3, Census Tract 8217, Hampshire County, Massachusetts",235,52
250158219011,"Block Group 1, Census Tract 8219.01, Hampshire County, Massachusetts",2562,207
250158219012,"Block Group 2, Census Tract 8219.01, Hampshire County, Massachusetts",1078,214
250158219031,"Block Group 1, Census Tract 8219.03, Hampshire County, Massachusetts",1493,217
250158219032,"Block Group 2, Census Tract 8219.03, Hampshire County, Massachusetts",246,141
250158219033,"Block Group 3, Census Tract 8219.03, Hampshire County, Massachusetts",1543,166
250158219041,"Block Group 1, Census Tract 8219.04, Hampshire County, Massachusetts",1108,203
250158219042,"Block Group 2, Census Tract 8219.04, Hampshire County, Massachusetts",1522,247
250158220001,"Block Group 1, Census Tract 8220, Hampshire County, Massachusetts",2416,346
250158222001,"Block Group 1, Census Tract 8222, Hampshire County, Massachusetts",1264,363
250158222002,"Block Group 2, Census Tract 8222, Hampshire County, Massachusetts",1987,405
250158222003,"Block Group 3, Census Tract 8222, Hampshire County, Massachusetts",2773,358
250158223001,"Block Group 1, Census Tract 8223, Hampshire County, Massachusetts",1910,329
250158223002,"Block Group 2, Census Tract 8223, Hampshire County, Massachusetts",971,270
250158223003,"Block Group 3, Census Tract 8223, Hampshire County, Massachusetts",997,390
250158223004,"Block Group 4, Census Tract 8223, Hampshire County, Massachusetts",964,248
250158224011,"Block Group 1, Census Tract 8224.01, Hampshire County, Massachusetts",1616,289
250158224012,"Block Group 2, Census Tract 8224.01, Hampshire County, Massachusetts",1266,308
250158224013,"Block Group 3, Census Tract 8224.01, Hampshire County, Massachusetts",1793,336
250158224014,"Block Group 4, Census Tract 8224.01, Hampshire County, Massachusetts",1176,270
250158224021,"Block Group 1, Census Tract 8224.02, Hampshire County, Massachusetts",2250,397
250158224022,"Block Group 2, Census Tract 8224.02, Hampshire County, Massachusetts",1039,453
250158224023,"Block Group 3, Census Tract 8224.02, Hampshire County, Massachusetts",1140,295
250158224024,"Block Group 4, Census Tract 8224.02, Hampshire County, Massachusetts",838,198
250158225001,"Block Group 1, Census Tract 8225, Hampshire County, Massachusetts",857,196
